UML ID;Group Name;Parent Company;Mill Name;RSPO Status;RSPO type;Date RSPO Certification Status;Latitude;Longitude;GPS coordinates;ISO;Country;Province;District;Confidence level;Alternative name
PO1000007485;CILIANDRY ANKY ABADI;BORNEO KETAPANG INDAH;BORNEO KETAPANG INDAH;Not RSPO Certified;;13/01/2026;-1.751.747;115.044.117;-1.751747, 115.044117;IDN;Indonesia;Kalimantan Tengah;Barito Timur;1-Fully Verified;
PO1000007486;UNKNOWN;BUDI NABATI PERKASA;BUDI NABATI PERKASA;Not RSPO Certified;;13/01/2026;-1.692.028;102.160.547;-1.692028, 102.160547;IDN;Indonesia;Jambi;Bungo;1-Fully Verified;PKS 7 BUNGO
PO1000007489;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;CINI 2;Not RSPO Certified;;13/01/2026;3.395.214;1.029.681;3.395214, 102.9681;MYS;Malaysia;Pahang;Pekan;1-Fully Verified;
PO1000007490;UNKNOWN;GODREJ AGROVET LTD;CHINTAMPALLI;Not RSPO Certified;;13/01/2026;1.720.973;80.94;17.20973, 80.94;IND;India;Telangana;Khammam;1-Fully Verified;
PO1000007492;J.A. WATTIE (JAWA);CONDONG GARUT;CONDONG GARUT;Not RSPO Certified;;13/01/2026;-759.417;107.66;-7.59417, 107.66;IDN;Indonesia;Jawa Barat;Garut;1-Fully Verified;
PO1000007493;UNKNOWN;CORPORACION AGROINDUSTRIAL DE PALMICULTORES, S.A.(CORAPSA);CORPORACION AGROINDUSTRIAL DE PALMICULTORES, S.A.(CORAPSA);Not RSPO Certified;;13/01/2026;1.570.294;-87.566.556;15.70294, -87.566556;HND;Honduras;Atlántida;Tela;1-Fully Verified;
PO1000007494;UNKNOWN;COMERCIALIZADORA SHARON PANAMA S.A.;COMERCIALIZADORA SHARON PANAMA S.A.;Not RSPO Certified;;13/01/2026;842.464;-82.788.639;8.42464, -82.788639;PAN;Panama;Chiriquí;Alanje;1-Fully Verified;
PO1000007496;UNKNOWN;DHARMASRAYA SAWIT LESTARI;DHARMASRAYA SAWIT LESTARI;Not RSPO Certified;;13/01/2026;-1.149.817;101.740.183;-1.149817, 101.740183;IDN;Indonesia;Sumatera Barat;Dharmasraya;1-Fully Verified;
PO1000007497;DOUBLE DYNASTY SDN BHD;DD PALM OIL MILL SDN BHD;DD PALM;Not RSPO Certified;;13/01/2026;314.292;113.310.333;3.14292, 113.310333;MYS;Malaysia;Sarawak;Bintulu;1-Fully Verified;
PO1000007500;UNKNOWN;EBASA;EXTRACTORA DEL BARU;Not RSPO Certified;;13/01/2026;8.319;-82.823.919;8.319, -82.823919;PAN;Panama;Chiriquí;Barú;1-Fully Verified;
PO1000007502;OLEOFLORES;EXTRACTORA MARIA LA BAJA S.A.;EXTRACTORA MARIA LA BAJA S.A.;Not RSPO Certified;;13/01/2026;99.235;-75.327.607;9.9235, -75.327607;COL;Colombia;Bolívar;María la Baja;1-Fully Verified;
PO1000007503;UNKNOWN;THACHANG PALM INDUSTRY;THACHANG PALM INDUSTRY;RSPO Certified;RSPO Certified, MB;13/01/2026;9.282.102;99.138.781;9.282102, 99.138781;THA;Thailand;Surat Thani;Tha Chang;1-Fully Verified;
PO1000007504;GRUPO HAME;PALMAS DEL HORIZONTE S.A. ;AGROSERVICIOS EL TRIUNFO S.A.;RSPO Certified;RSPO Certified, IP;13/01/2026;14.564.833;-91.938.944;14.564833, -91.938944;GTM;Guatemala;Quezaltenango;Coatepeque;1-Fully Verified;
PO1000007505;SOUTHERN GROUP;SOUTHERN REALTY (MALAYA) SDN BHD;FERMANAGH;Not RSPO Certified;;13/01/2026;2.650.057;101.658.622;2.650057, 101.658622;MYS;Malaysia;Selangor;Sepang;1-Fully Verified;
PO1000007507;UNKNOWN;THACHANA PALM OIL CO., LTD;THACHANA PALM OIL CO., LTD.;Not RSPO Certified;;13/01/2026;960.608;99.124.189;9.60608, 99.124189;THA;Thailand;Surat Thani;Tha Chana;1-Fully Verified;
PO1000007508;UNKNOWN;GEMILANG SAWIT LESTARI;GEMILANG SAWIT LESTARI;Not RSPO Certified;;13/01/2026;-0.45481;101.827;-0.45481, 101.827;IDN;Indonesia;Riau;Kuantan Singingi;1-Fully Verified;
PO1000007509;UNKNOWN;GOLDEN OILINDO NUSANTARA;GOLDEN OILINDO NUSANTARA;Not RSPO Certified;;13/01/2026;-31.192;104.694.516;-3.1192, 104.694516;IDN;Indonesia;Sumatera Selatan;Ogan Ilir;1-Fully Verified;
PO1000007510;UNKNOWN;THAI EASTERN TRAT CO;THAI EASTERN TRAT CO;Not RSPO Certified;;13/01/2026;12.301.469;10.246.227;12.301469, 102.46227;THA;Thailand;Trat;Muang Trat;1-Fully Verified;
PO1000007511;SARIMAS;TRI BAKTI SARIMAS;IBUL;Not RSPO Certified;;13/01/2026;-0.860278;101.750.833;-0.860278, 101.750833;IDN;Indonesia;Riau;Kuantan Singingi;1-Fully Verified;
PO1000007512;VICHITBHAN GROUP;VICHITBHAN PALMOIL PUBLIC COMPANY LTD;THASAE MILL;Not RSPO Certified;;13/01/2026;1.069.561;99.203.191;10.69561, 99.203191;THA;Thailand;Chumphon;Tha Sae;1-Fully Verified;
PO1000007514;UNKNOWN;THASAE CO-OP;THASAE CO-OP;Not RSPO Certified;;13/01/2026;1.071.182;99.143.782;10.71182, 99.143782;THA;Thailand;Chumphon;Tha Sae;1-Fully Verified;
PO1000007515;AHMAD ZAKI RESOURCES BERHAD;ICHTIAR GUSTI PUDI;ICHTIAR GUSTI PUDI;Not RSPO Certified;;13/01/2026;0.23495;109.852.133;0.23495, 109.852133;IDN;Indonesia;Kalimantan Barat;Landak;1-Fully Verified;
PO1000007519;TRINITY INTERLINK;TRINITY PALMAS PLANTATION;TRINITY PALMAS PLANTATION;Not RSPO Certified;;13/01/2026;-20.579;119.344.864;-2.0579, 119.344864;IDN;Indonesia;Sulawesi Barat;Mamuju;1-Fully Verified;
PO1000007520;UNKNOWN;PALM PATTANA SOUTHERN BORDER CO., LTD;PALM PATTANA SOUTHERN BORDER;Not RSPO Certified;;13/01/2026;681.496;101.153.168;6.81496, 101.153168;THA;Thailand;Pattani;Nong Chik;1-Fully Verified;
PO1000007522;NBPOL;NEW BRITAIN PALM OIL;WARASTON;RSPO Certified;RSPO Certified, IP;13/01/2026;-54.857;1.500.853;-5.4857, 150.0853;PNG;Papua New Guinea;West New Britain;Talasea;1-Fully Verified;
PO1000007523;PT SUMBER BUDI AGUNG;PT SUMBER BUDI AGUNG;PT SUMBER BUDI AGUNG;Not RSPO Certified;;13/01/2026;0.478069;101.600.256;0.478069, 101.600256;IDN;Indonesia;Riau;Pelalawan;1-Fully Verified;
PO1000007524;UNKNOWN;JABAL PERKASA;JABAL PERKASA;Not RSPO Certified;;13/01/2026;106.108;100.131.917;1.06108, 100.131917;IDN;Indonesia;Riau;Rokan Hulu;1-Fully Verified;
PO1000007526;SERI BANDAR PALM OIL MILL SDN BHD ;SERI BANDAR PALM OIL MILL SDN BHD ;SERI BANDAR PALM OIL MILL SDN BHD ;Not RSPO Certified;;13/01/2026;2.845.865;101.467.214;2.845865, 101.467214;MYS;Malaysia;Selangor;Kuala Langat;1-Fully Verified;
PO1000007527;FELCRA BERHAD;FELCRA JAYAPUTRA SDN BHD;JAYAPUTRA;Not RSPO Certified;;13/01/2026;3.982.938;102.222.483;3.982938, 102.222483;MYS;Malaysia;Pahang;Jerantut;1-Fully Verified;
PO1000007528;KENCANA AGRI;AGRI EASTBORNEO KENCANA;AGRI EASTBORNEO KENCANA;Not RSPO Certified;;13/01/2026;0.134167;1.169.161;0.134167, 116.9161;IDN;Indonesia;Kalimantan Timur;Kutai Kartanegara;1-Fully Verified;
PO1000007529;UNKNOWN;VAREM SAWIT CEMERLANG;VAREM SAWIT CEMERLANG;Not RSPO Certified;;13/01/2026;2.665.007;99.667.418;2.665007, 99.667418;IDN;Indonesia;Sumatera Utara;Asahan;1-Fully Verified;
PO1000007530;KILANG KELAPA SAWIT JERANTUT SDN BHD;KILANG KELAPA SAWIT JERANTUT SDN BHD;JERANTUT;Not RSPO Certified;;13/01/2026;3.862.045;102.345.482;3.862045, 102.345482;MYS;Malaysia;Pahang;Jerantut;1-Fully Verified;
PO1000007531;UNKNOWN;PALMICULTORES DEL NORTE S.A.S.;PALMICULTORES DEL NORTE (PALNORTE) S.A.S.;Not RSPO Certified;;13/01/2026;853.507;-7.263.589;8.53507, -72.63589;COL;Colombia;Norte de Santander;Tibú;1-Fully Verified;
PO1000007532;TRIPUTRA AGRO PERSADA;BUANA HIJAU ABADI;BUANA HIJAU ABADI;Not RSPO Certified;;13/01/2026;0.51795;111.583.783;0.51795, 111.583783;IDN;Indonesia;Kalimantan Barat;Sintang;2-High Confidence;
PO1000007533;GAMA PLANTATIONS;WAWASAN KEBUN NUSANTARA;SUNGAI KUMBAH;Not RSPO Certified;;13/01/2026;126.689;109.817.139;1.26689, 109.817139;IDN;Indonesia;Kalimantan Barat;Bengkayang;1-Fully Verified;
PO1000007534;LYMAN AGRO;KALIMANTAN SANGGAR PUSAKA;KALIMANTAN SANGGAR PUSAKA;Not RSPO Certified;;13/01/2026;0.08311;11.119.205;0.08311, 111.19205;IDN;Indonesia;Kalimantan Barat;Sekadau;1-Fully Verified;
PO1000007535;SAMTAN;TATA HAMPARAN EKA PERSADA;TATA HAMPARAN EKA PERSADA;Not RSPO Certified;;13/01/2026;-198.953;10.589.459;-1.98953, 105.89459;IDN;Indonesia;Bangka Belitung;Bangka;1-Fully Verified;
PO1000007536;SIN HUAT HIN;SIN HUAT HIN;SIN HUAT HIN PALM OIL MILL (KUALA SELANGOR) SDN BHD;Not RSPO Certified;;13/01/2026;3.344.606;101.291.608;3.344606, 101.291608;MYS;Malaysia;Selangor;Kuala Selangor;1-Fully Verified;KAMPUNG KUANTAN BHD
PO1000007537;UNKNOWN;CAHAYA INTI SAWIT;CAHAYA INTI SAWIT;Not RSPO Certified;;13/01/2026;1.440.833;100.291.111;1.440833, 100.291111;IDN;Indonesia;Sumatera Utara;Padang Lawas Utara;1-Fully Verified;
PO1000007538;WEE TEE TONG PLANTATIONS SDN BHD;WEE TEE TONG PALM OIL MILL SDN BHD;WEE TEE TONG;Not RSPO Certified;;13/01/2026;566.281;11.781.144;5.66281, 117.81144;MYS;Malaysia;Sabah;Kinabatangan;1-Fully Verified;
PO1000007539;NBPOL;NEW BRITAIN PALM OIL;KAPIURA;RSPO Certified;RSPO Certified, IP;13/01/2026;-5.624.083;1.506.847;-5.624083, 150.6847;PNG;Papua New Guinea;West New Britain;Talasea;1-Fully Verified;
PO1000007540;UNKNOWN;PALUTA INTI SAWIT;PALUTA INTI SAWIT;Not RSPO Certified;;13/01/2026;155.403;99.835.694;1.55403, 99.835694;IDN;Indonesia;Sumatera Utara;Padang Lawas Utara;1-Fully Verified;
PO1000007541;UNKNOWN;GRUTI LESTARI PRATAMA;GRUTI LESTARI PRATAMA;Not RSPO Certified;;13/01/2026;0.51375;99.271.329;0.51375, 99.271329;IDN;Indonesia;Sumatera Utara;Mandailing Natal;1-Fully Verified;
PO1000007545;GRUPO PALMAS / PALMAS DEL ESPINO;INDUSTRIAS DEL SHANUSI S.A.;INDUSTRIAS DEL SHANUSI;Not RSPO Certified;;13/01/2026;-6.121.496;-7.617.145;-6.121496, -76.17145;PER;Peru;Loreto;Alto Amazonas;2-High Confidence;
PO1000007546;SUPERVENTURE;KARYA INDORATA PERSADA;KARYA INDORATA PERSADA;Not RSPO Certified;;13/01/2026;0.113361;1.012.356;0.113361, 101.2356;IDN;Indonesia;Riau;Kampar;1-Fully Verified;
PO1000007547;INCASI RAYA (GUNAS);AGRO SUKSES LESTARI;AGRO SUKSES LESTARI;Not RSPO Certified;;13/01/2026;0.2295;1.116.659;0.2295, 111.6659;IDN;Indonesia;Kalimantan Barat;Sintang;1-Fully Verified;
PO1000007548;MUSIM MAS;INDOMAKMUR SAWIT BERJAYA;INDOMAKMUR SAWIT BERJAYA;Not RSPO Certified;;13/01/2026;0.93491;100.351.975;0.93491, 100.351975;IDN;Indonesia;Riau;Rokan Hulu;1-Fully Verified;
PO1000007549;GCCP RESOURCES;ARJUNA UTAMA SAWIT;ARJUNA UTAMA SAWIT;Not RSPO Certified;;13/01/2026;-2.253.034;113.379.145;-2.253034, 113.379145;IDN;Indonesia;Kalimantan Tengah;Katingan;1-Fully Verified;
PO1000007550;KUALA LUMPUR KEPONG (KLK);KARYA MAKMUR ABADI;KARYA MAKMUR ABADI;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;-20.422.611;1.124.899.694;-2.0422611, 112.4899694;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Timur;1-Fully Verified;
PO1000007552;DANEC;PALMERAS DE LOS ANDES QUININDE;PALMERAS DE LOS ANDES QUININDE;Not RSPO Certified;;13/01/2026;0.260694;-79.362.389;0.260694, -79.362389;ECU;Ecuador;Esmeraldas;Quinindé;1-Fully Verified;
PO1000007553;AGROSUBUR;KARYA DEWI PUTRA;KATINGAN CENTRAL;Not RSPO Certified;;13/01/2026;-1.438.169;112.874.141;-1.438169, 112.874141;IDN;Indonesia;Kalimantan Tengah;Katingan;1-Fully Verified;
PO1000007559;PTPN III;PERKEBUNAN NUSANTARA VI;PINANG TINGGI;Not RSPO Certified;;13/01/2026;-1.962.553;1.034.007;-1.962553, 103.4007;IDN;Indonesia;Jambi;Muaro Jambi;1-Fully Verified;
PO1000007560;KENSO TIMUR SDN BHD;KEMABONG SDN BHD;SAPANG PALM OIL MILL;Not RSPO Certified;;13/01/2026;457.883;11.831.783;4.57883, 118.31783;MYS;Malaysia;Sabah;Semporna;1-Fully Verified;
PO1000007561;CT AGRO;KUTAI AGRO LESTARI;KUTAI AGRO LESTARI;Not RSPO Certified;;13/01/2026;-0.642833;1.157.388;-0.642833, 115.7388;IDN;Indonesia;Kalimantan Timur;Kutai Barat;1-Fully Verified;
PO1000007564;GRUPO LA JOYA;EXTRACTORA LA JOYA CIA LTDA;LA JOYA;Not RSPO Certified;;13/01/2026;-0.072;-79.427.202;-0.072, -79.427202;ECU;Ecuador;Santo Domingo de los Tsachilas;La Concordia;1-Fully Verified;
PO1000007565;LA FABRIL;EXTRACTORA AGRICOLA RIO MANSO;PROVASA;Not RSPO Certified;;13/01/2026;0.49036;-7.938.585;0.49036, -79.38585;ECU;Ecuador;Esmeraldas;Quinindé;1-Fully Verified;
PO1000007566;UNKNOWN;KENCANA PERMATA NUSANTARA;KENCANA PERMATA NUSANTARA;Not RSPO Certified;;13/01/2026;345.222;98.698.611;3.45222, 98.698611;IDN;Indonesia;Sumatera Utara;Deli Serdang;1-Fully Verified;
PO1000007567;UNKNOWN;LANGGAK INTI LESTARI;LANGGAK INTI LESTARI;Not RSPO Certified;;13/01/2026;0.634917;100.591.778;0.634917, 100.591778;IDN;Indonesia;Riau;Rokan Hulu;1-Fully Verified;
PO1000007568;SUPERVENTURE;CAHAYA SAWIT LESTARI;CAHAYA SAWIT LESTARI;Not RSPO Certified;;13/01/2026;-3.804.606;102.397.516;-3.804606, 102.397516;IDN;Indonesia;Bengkulu;Bengkulu Tengah;1-Fully Verified;
PO1000007569;UNKNOWN;KENCANA UTAMA SEJATI;KENCANA UTAMA SEJATI;Not RSPO Certified;;13/01/2026;1.068.972;1.001.172;1.068972, 100.1172;IDN;Indonesia;Sumatera Utara;Padang Lawas;1-Fully Verified;
PO1000007570;QL RESOURCES;QL PLANTATION SDN BHD;QL MILL 2;Not RSPO Certified;;13/01/2026;4.828.936;11.810.409;4.828936, 118.10409;MYS;Malaysia;Sabah;Kunak;1-Fully Verified;
PO1000007571;FIRST RESOURCES;LIMPAH SEJAHTERA;LIMPAH SEJAHTERA;Not RSPO Certified;;13/01/2026;-1.716.225;110.354.369;-1.716225, 110.354369;IDN;Indonesia;Kalimantan Barat;Ketapang;1-Fully Verified;
PO1000007572;UNKNOWN;RAJA MARGA;RAJA MARGA;Not RSPO Certified;;13/01/2026;398.547;96.627.139;3.98547, 96.627139;IDN;Indonesia;Aceh;Nagan Raya;1-Fully Verified;
PO1000007577;UNKNOWN;RAUB MINING & DEVELOPMENT COMPANY SDN BHD;RAUB;Not RSPO Certified;;13/01/2026;384.332;10.185.549;3.84332, 101.85549;MYS;Malaysia;Pahang;Raub;1-Fully Verified;
PO1000007579;BELL GROUP;BELL-KSL SDN BHD;BELL-KSL;Not RSPO Certified;;13/01/2026;2.468.325;101.993.762;2.468325, 101.993762;MYS;Malaysia;Negeri Sembilan;Port Dickson;1-Fully Verified;
PO1000007580;DELLOYD;REBINMAS JAYA;REBINMAS JAYA;Not RSPO Certified;;13/01/2026;-2.733.417;107.901.472;-2.733417, 107.901472;IDN;Indonesia;Bangka Belitung;Belitung;1-Fully Verified;
PO1000007581;DUPONT & LEOSK ENTERPRISES;MILIK MESTIKA SDN BHD;MILIK MESTIKA;Not RSPO Certified;;13/01/2026;2.401.573;102.667.208;2.401573, 102.667208;MYS;Malaysia;Johor;Ledang;1-Fully Verified;
PO1000007582;NBPOL;NEW BRITAIN PALM OIL;KUMBANGO;RSPO Certified;RSPO Certified, IP;13/01/2026;-5.591.861;1.502.128;-5.591861, 150.2128;PNG;Papua New Guinea;West New Britain;Talasea;1-Fully Verified;
PO1000007585;PTPN III;PERKEBUNAN NUSANTARA II;KWALA SAWIT;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;369.194;98.153.056;3.69194, 98.153056;IDN;Indonesia;Sumatera Utara;Langkat;1-Fully Verified;PADANG TUALANG UNIT - KWALA SAWIT MILL
PO1000007586;PTPN III;PERKEBUNAN NUSANTARA XIII;KEBUN RIMBA BELIAN;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;-0.02874;110.454.143;-0.02874, 110.454143;IDN;Indonesia;Kalimantan Barat;Sanggau;1-Fully Verified;
PO1000007587;MULTI PRIMA ENTAKAI;PERMATA HIJAU SARANA;SERARAS;Not RSPO Certified;;13/01/2026;0.044667;1.110.251;0.044667, 111.0251;IDN;Indonesia;Kalimantan Barat;Sekadau;1-Fully Verified;
PO1000007589;UNKNOWN;RIMBO PANJANG SUMBER MAKMUR;RIMBO PANJANG SUMBER MAKMUR;Not RSPO Certified;;13/01/2026;-0.02709;100.002.981;-0.02709, 100.002981;IDN;Indonesia;Sumatera Barat;Pasaman Barat;1-Fully Verified;
PO1000007590;UNKNOWN;RIAU AGRI;RIAU AGRI;Not RSPO Certified;;13/01/2026;-0.64075;102.794.783;-0.64075, 102.794783;IDN;Indonesia;Riau;Indragiri Hilir;2-High Confidence;
PO1000007591;UNKNOWN;ROHUL PALMINDO;ROHUL PALMINDO;Not RSPO Certified;;13/01/2026;0.986753;10.073.253;0.986753, 100.73253;IDN;Indonesia;Riau;Rokan Hulu;1-Fully Verified;
PO1000007593;SARAWAK OIL PALMS BERHAD;SARAWAK OIL PALMS BHD;SARAWAK OIL PALMS ;Not RSPO Certified;;13/01/2026;4.136.427;113.977.079;4.136427, 113.977079;MYS;Malaysia;Sarawak;Miri;1-Fully Verified;LAMBIR
PO1000007594;UNKNOWN;SARI BUAH SAWIT;SARI BUAH SAWIT;Not RSPO Certified;;13/01/2026;-0.049639;99.883.139;-0.049639, 99.883139;IDN;Indonesia;Sumatera Barat;Pasaman Barat;1-Fully Verified;
PO1000007595;UNKNOWN;SEBANGA MULTI SAWIT;SEBANGA MULTI SAWIT;Not RSPO Certified;;13/01/2026;1.255.978;10.128.869;1.255978, 101.28869;IDN;Indonesia;Riau;Bengkalis;1-Fully Verified;
PO1000007596;ASTRA AGRO LESTARI;SARI LEMBAH SUBUR;SARI LEMBAH SUBUR 2;Not RSPO Certified;;13/01/2026;-0.002078;102.196.417;-0.002078, 102.196417;IDN;Indonesia;Riau;Pelalawan;1-Fully Verified;
PO1000007598;SINAR JAYA AGRO INVESTAMA (SJAI);SINAR JAYA INTI MULYA;SINAR JAYA INTI MULYA (KT);Not RSPO Certified;;13/01/2026;-2.487.427;113.007.276;-2.487427, 113.007276;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Timur;1-Fully Verified;
PO1000007599;TSANI HUTANI ABADI (THA);KRUING LESTARI JAYA;SUNGAI PERAK;Not RSPO Certified;;13/01/2026;-0.66144;11.558.972;-0.66144, 115.58972;IDN;Indonesia;Kalimantan Timur;Kutai Barat;1-Fully Verified;
PO1000007600;UNKNOWN;SAWIT JUJUHAN ABADI;SAWIT JUJUHAN ABADI;Not RSPO Certified;;13/01/2026;-124.208;1.017.461.389;-1.24208, 101.7461389;IDN;Indonesia;Jambi;Bungo;1-Fully Verified;
PO1000007601;NG CHIN SIU & SONS GROUP;KILANG MINYAK KELAPA SAWIT LUM SDN BHD;LUM;Not RSPO Certified;;13/01/2026;274.357;102.938.817;2.74357, 102.938817;MYS;Malaysia;Pahang;Rompin;1-Fully Verified;
PO1000007602;SINAR MAS;SAWITA KARYA MANUNGGUL;SAWITA;RSPO Certified;RSPO Certified, MB;13/01/2026;-2.546.639;116.140.667;-2.546639, 116.140667;IDN;Indonesia;Kalimantan Selatan;Kota Baru;1-Fully Verified;
PO1000007603;KUALA LUMPUR KEPONG (KLK);SATU SEMBILAN DELAPAN;SATU SEMBILAN DELAPAN;RSPO Certified;RSPO Certified, IP;13/01/2026;214.256;117.298.381;2.14256, 117.298381;IDN;Indonesia;Kalimantan Timur;Berau;1-Fully Verified;SEGAH
PO1000007604;PTPN III;PERKEBUNAN NUSANTARA V;SUNGAI GALUH;RSPO Certified;RSPO Certified, MB;13/01/2026;0.546917;1.012.291;0.546917, 101.2291;IDN;Indonesia;Riau;Kampar;1-Fully Verified;
PO1000007605;PTPN III;PERKEBUNAN NUSANTARA V;SEI GARO;RSPO Certified;RSPO Certified, MB;13/01/2026;0.644016;1.011.097;0.644016, 101.1097;IDN;Indonesia;Riau;Kampar;1-Fully Verified;
PO1000007609;DHARMA AGUNG WIJAYA (DAW);SENTOSA BUMI WIJAYA;BENKAYANG;Not RSPO Certified;;13/01/2026;104.422;109.579.528;1.04422, 109.579528;IDN;Indonesia;Kalimantan Barat;Bengkayang;1-Fully Verified;
PO1000007610;SINAR JAYA AGRO INVESTAMA (SJAI);SERASAN SEKUNDANG SAWITMAS;SERASAN SEKUNDANG SAWITMAS;Not RSPO Certified;;13/01/2026;-389.291;1.040.956.053;-3.89291, 104.0956053;IDN;Indonesia;Sumatera Selatan;Muara Enim;1-Fully Verified;
PO1000007611;LA FABRIL;EXTRACTORA AGRICOLA RIO MANSO;TYSAISA;Not RSPO Certified;;13/01/2026;0.05827;-79.409.608;0.05827, -79.409608;ECU;Ecuador;Esmeraldas;Quinindé;1-Fully Verified;
PO1000007612;SERI ULU LANGAT PALM OIL MILL SDN BHD;SERI LANGAT PALM OIL MILL SDN BHD;SERI LANGAT;Not RSPO Certified;;13/01/2026;2.863.792;101.512.812;2.863792, 101.512812;MYS;Malaysia;Selangor;Kuala Langat;1-Fully Verified;
PO1000007613;SALIM GROUP;MENTARI SUBUR ABADI;MUARA MERANG;Not RSPO Certified;;13/01/2026;-2.143.618;104.198.207;-2.143618, 104.198207;IDN;Indonesia;Sumatera Selatan;Musi Banyuasin;1-Fully Verified;
PO1000007616;INCASI RAYA (GUNAS);SUMATERA JAYA AGRO LESTARI;SUMATERA JAYA AGRO LESTARI;Not RSPO Certified;;13/01/2026;-0.41106;11.018.269;-0.41106, 110.18269;IDN;Indonesia;Kalimantan Barat;Sanggau;1-Fully Verified;
PO1000007618;AGRINDO;KALIMANTAN RIA SEJAHTERA;SONDAI MUARA;Not RSPO Certified;;13/01/2026;-1.179.982;11.403.198;-1.179982, 114.03198;IDN;Indonesia;Kalimantan Tengah;Kapuas;1-Fully Verified;
PO1000007619;PTPN III;PERKEBUNAN NUSANTARA VI;AUR GADING;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;-18.627;1.030.207;-1.8627, 103.0207;IDN;Indonesia;Jambi;Batang Hari;1-Fully Verified;
PO1000007621;ZTE AGRIBUSINESS;SINAR CITRA CEMERLANG;CEMPAKA SAKTI;Not RSPO Certified;;13/01/2026;-2.133;112.906;-2.133, 112.906;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Timur;1-Fully Verified;
PO1000007622;TOBA BARA;PERKEBUNAN KALTIM UTAMA I;PERKEBUNAN KALTIM UTAMA I;Not RSPO Certified;;13/01/2026;-0.728455;117.185.481;-0.728455, 117.185481;IDN;Indonesia;Kalimantan Timur;Kutai Kartanegara;1-Fully Verified;
PO1000007623;CAHAYA TIARA PLANTATION;CAHAYA ANUGERAH PLANTATION;FELIZA;Not RSPO Certified;;13/01/2026;-0.091583;117.028.639;-0.091583, 117.028639;IDN;Indonesia;Kalimantan Timur;Kutai Kartanegara;1-Fully Verified;
PO1000007624;RUCHI SOYA;RUCHI SOYA INDUSTRIES;RUCHI SOYA;Not RSPO Certified;;13/01/2026;1.659.829;80.900.442;16.59829, 80.900442;IND;India;Andhra Pradesh;Krishna;1-Fully Verified;AMPAPURAM
PO1000007625;UNKNOWN;RUNDING PUTRA PERSADA;RUNDING PUTRA PERSADA;Not RSPO Certified;;13/01/2026;246.267;97.939.611;2.46267, 97.939611;IDN;Indonesia;Aceh;Aceh Singkil;1-Fully Verified;
PO1000007626;SINAR MAS;ADITUNGGAL MAHAJAYA;SAKO;Not RSPO Certified;;13/01/2026;-20.356;1.122.387;-2.0356, 112.2387;IDN;Indonesia;Kalimantan Tengah;Seruyan;1-Fully Verified;
PO1000007627;ANGLO-EASTERN PLANTATION (AEP);SAWIT GRAHA MANUNGGAL;SAWIT GRAHA MANUNGGAL;Not RSPO Certified;;13/01/2026;-207.272;11.506.854;-2.07272, 115.06854;IDN;Indonesia;Kalimantan Tengah;Barito Timur;1-Fully Verified;
PO1000007628;UNKNOWN;BINAKARYA ERAMANDIRI;MANGSANG;Not RSPO Certified;;13/01/2026;-2.173;103.987;-2.173, 103.987;IDN;Indonesia;Sumatera Selatan;Musi Banyuasin;1-Fully Verified;
PO1000007629;ADIMULIA;SURYA AGROLIKA REKSA;SURYA AGROLIKA REKSA 2;Not RSPO Certified;;13/01/2026;-0.20561;101.318.944;-0.20561, 101.318944;IDN;Indonesia;Riau;Kuantan Singingi;1-Fully Verified;
PO1000007630;FIRST RESOURCES;PERDANA INTISAWIT PERKASA;PERDANA INTI SAWIT PERKASA 2;Not RSPO Certified;;13/01/2026;1.167.333;100.704.778;1.167333, 100.704778;IDN;Indonesia;Riau;Rokan Hulu;1-Fully Verified;
PO1000007632;UNKNOWN;SRI OIL EXTRACTION LTD;SRI OIL EXTRACTION LTD;Not RSPO Certified;;13/01/2026;6.179.806;-1.154.861;6.179806, -1.154861;GHA;Ghana;Eastern;Birim North;1-Fully Verified;
PO1000007634;MAKIN;SURYA INTI SAWIT KAHURIPAN;KASAI;Not RSPO Certified;;13/01/2026;-1.906.806;1.128.329;-1.906806, 112.8329;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Timur;1-Fully Verified;
PO1000007635;SUMBER TANI AGUNG (STA);TANTAHAN PENDUHUP ASI;TANTAHAN PANDUHUP ASI;Not RSPO Certified;;13/01/2026;-142.146;113.401.079;-1.42146, 113.401079;IDN;Indonesia;Kalimantan Tengah;Gunung Mas;1-Fully Verified;
PO1000007637;TUDUNG;BUMI MEKAR TANI;BUMI MEKAR TANI;Not RSPO Certified;;13/01/2026;-249.479;10.287.414;-2.49479, 102.87414;IDN;Indonesia;Sumatera Selatan;Musi Rawas;1-Fully Verified;
PO1000007638;CHELLAM PLANTATIONS;KUTAI BALIAN NAULI;KUTAI BALIAN NAULI;Not RSPO Certified;;13/01/2026;0.75;117.35;0.75, 117.35;IDN;Indonesia;Kalimantan Timur;Kutai Timur;1-Fully Verified;
