UML ID;Group Name;Parent Company;Mill Name;RSPO Status;RSPO type;Date RSPO Certification Status;Latitude;Longitude;GPS coordinates;ISO;Country;Province;District;Confidence level;Alternative name
PO1000007639;UNKNOWN;EXTRACTORA SAN SEBASTIANO S.A.S.;EXTRACTORA SAN SEBASTIANO S.A.S.;Not RSPO Certified;;13/01/2026;410.167;-7.191.972;4.10167, -71.91972;COL;Colombia;Meta;Puerto Gaitán;1-Fully Verified;
PO1000007640;UNKNOWN;BANYUASIN NUSANTARA SEJAHTERA;BANYUASIN NUSANTARA SEJAHTERA;Not RSPO Certified;;13/01/2026;-287.834;104.727.277;-2.87834, 104.727277;IDN;Indonesia;Sumatera Selatan;Palembang;1-Fully Verified;
PO1000007641;UNKNOWN;TASMA PUJA;BATANG CENAKU;Not RSPO Certified;;13/01/2026;-0.814667;102.19;-0.814667, 102.19;IDN;Indonesia;Riau;Indragiri Hulu;1-Fully Verified;
PO1000007642;LYMAN AGRO;BONTI PERMAI JAYA;BONTI PERMAI JAYA;Not RSPO Certified;;13/01/2026;0.214933;11.154.985;0.214933, 111.54985;IDN;Indonesia;Kalimantan Barat;Sintang;1-Fully Verified;
PO1000007644;THAI EASTERN GROUP;EASTERN PALM OIL;EASTERN PALM OIL;Not RSPO Certified;;13/01/2026;13.075.096;101.396.118;13.075096, 101.396118;THA;Thailand;Chon Buri;Nong Yai;1-Fully Verified;
PO1000007645;UNKNOWN;ORGANIC CROPS S.A.;EXTRACTORA Y PROCESADORA DE ACEITES EPACEM SA;Not RSPO Certified;;13/01/2026;-0.20153;-79.190.056;-0.20153, -79.190056;ECU;Ecuador;Santo Domingo de los Tsachilas;Santo Domingo;1-Fully Verified;
PO1000007646;UNKNOWN;GLOBAL SAWIT SEMESTA;SUBULUSSALAM;Not RSPO Certified;;13/01/2026;2.62;98.03;2.62, 98.03;IDN;Indonesia;Aceh;Subulussalam;1-Fully Verified;
PO1000007648;GENTING PLANTATIONS;DWIE WARNA KARYA;DWIE WARNA KARYA;Not RSPO Certified;;13/01/2026;-0.84194;114.08;-0.84194, 114.08;IDN;Indonesia;Kalimantan Tengah;Kapuas;1-Fully Verified;
PO1000007649;UNKNOWN;GRASAS EL PUERTO;GRASAS EL PUERTO;Not RSPO Certified;;13/01/2026;889.166;-71.972.073;8.89166, -71.972073;VEN;Venezuela;Zulia;Colón;1-Fully Verified;
PO1000007651;SUNGAI BUDI;AGRO BUMI MAS;PKS 3 HANAKAU;Not RSPO Certified;;13/01/2026;-4.572.833;104.755.306;-4.572833, 104.755306;IDN;Indonesia;Lampung;Lampung Utara;2-High Confidence;
PO1000007652;SUPERVENTURE;BERKAT SAWIT SEJAHTERA;BERKAT SAWIT SEJAHTERA;Not RSPO Certified;;13/01/2026;-0.71;102.66;-0.71, 102.66;IDN;Indonesia;Riau;Indragiri Hilir;1-Fully Verified;
PO1000007653;UNKNOWN;JAYA GEMILANG SUKSES;JAYA GEMILANG SUKSES;Not RSPO Certified;;13/01/2026;159.869;100.905.222;1.59869, 100.905222;IDN;Indonesia;Riau;Rokan Hilir;1-Fully Verified;
PO1000007654;GLENEALY PLANTATIONS SDN BHD;SAMLING PLANTATION SDN BHD;JELALONG;Not RSPO Certified;;13/01/2026;337.903;113.999.472;3.37903, 113.999472;MYS;Malaysia;Sarawak;Bintulu;1-Fully Verified;
PO1000007656;JERNIH KEMBOJA SDN BHD;JERNIH KEMBOJA SDN BHD;JERNIH KEMBOJA;Not RSPO Certified;;13/01/2026;2.488.822;102.936.831;2.488822, 102.936831;MYS;Malaysia;Johor;Segamat;1-Fully Verified;
PO1000007657;YAYASAN SABAH GROUP;SABAH SOFTWOODS BHD;KAPILIT;Not RSPO Certified;;13/01/2026;4.504.889;117.528.747;4.504889, 117.528747;MYS;Malaysia;Sabah;Tawau;1-Fully Verified;
PO1000007658;EAGLE HIGH PLANTATIONS;ARRTU PLANTATION;KELAMPAI;Not RSPO Certified;;13/01/2026;-193.485;11.049.413;-1.93485, 110.49413;IDN;Indonesia;Kalimantan Barat;Ketapang;1-Fully Verified;
PO1000007660;UNKNOWN;MULTI PERKASA SEJAHTERA;MULTI PERKASA SEJAHTERA;Not RSPO Certified;;13/01/2026;0.35656;10.997.425;0.35656, 109.97425;IDN;Indonesia;Kalimantan Barat;Landak;1-Fully Verified;
PO1000007661;UNKNOWN;MUSTIKA AGUNG SARANA SEJAHTERA;MUSTIKA AGUNG SARANA SEJAHTERA;Not RSPO Certified;;13/01/2026;1.75;100.933.333;1.75, 100.933333;IDN;Indonesia;Riau;Rokan Hilir;1-Fully Verified;
PO1000007662;UNKNOWN;MUTIARA NUSA AGRO SEJAHTERA;MUTIARANUSA AGRO SEJAHTERA;Not RSPO Certified;;13/01/2026;226.924;99.767.917;2.26924, 99.767917;IDN;Indonesia;Sumatera Utara;Labuhanbatu Utara;1-Fully Verified;
PO1000007666;CI TOP;CI TOP S.A;EXTRACTORA SAN FERNANDO, S.A.;Not RSPO Certified;;13/01/2026;725.333;-73.566.361;7.25333, -73.566361;COL;Colombia;Santander;Sabana de Torres;1-Fully Verified;
PO1000007667;UNKNOWN;OLEAGINOSAS SAN MARCOS LTDA;OLEAGINOSAS SAN MARCOS LTDA;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;3.733.154;-73.341.972;3.733154, -73.341972;COL;Colombia;Meta;San Carlos de Guaroa;2-High Confidence;
PO1000007670;UNKNOWN;GODREJ AGROVET LTD;POTHAPALLI;Not RSPO Certified;;13/01/2026;17.003.407;81.26;17.003407, 81.26;IND;India;Andhra Pradesh;West Godavari;1-Fully Verified;
PO1000007671;LA FABRIL;EXTRACTORA AGRICOLA RIO MANSO;EXTRACTORA AGRICOLA RIO MANSO-SAN CARLOS;Not RSPO Certified;;13/01/2026;-0.54141;-7.937.048;-0.54141, -79.37048;ECU;Ecuador;Los Rios;Buena Fé;1-Fully Verified;
PO1000007672;MANDHALA CIPTA PURMONO;SABAN SAWIT SUBUR;SEMPIDAN;Not RSPO Certified;;13/01/2026;-0.03424;11.006.648;-0.03424, 110.066480;IDN;Indonesia;Kalimantan Barat;Sanggau;1-Fully Verified;
PO1000007673;MUSIM MAS;SARANA ESA CITA;SARANA ESA CITA;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;1.358.028;109.383.631;1.358028, 109.383631;IDN;Indonesia;Kalimantan Barat;Sambas;1-Fully Verified;
PO1000007706;UNKNOWN;SUKSOMBOON VEGETABLE OIL COMPANY LTD;SUKSOMBOON PALM OIL CO,.LTD;Not RSPO Certified;;13/01/2026;13.157.528;101.334.167;13.157528, 101.334167;THA;Thailand;Chon Buri;Nong Yai;1-Fully Verified;
PO1000007758;GENTING PLANTATIONS;GENTING SDC SDN BHD;GENTING TRUSHIDUP;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;5.563.278;117.979.556;5.563278, 117.979556;MYS;Malaysia;Sabah;Sandakan;1-Fully Verified;
PO1000007786;TSH RESOURCES;TSH PLANTATION MANAGEMENT SDN BHD;KUNAK;Not RSPO Certified;;13/01/2026;4.467.324;118.185.165;4.467324, 118.185165;MYS;Malaysia;Sabah;Tawau;1-Fully Verified;
PO1000007798;LAM SOON (M) BERHAD;LAM SOON PLANTATIONS SDN BHD;DARA LAM SOON SDN.BHD;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;31.570.167;1.031.636.333;3.1570167, 103.16363333;MYS;Malaysia;Pahang;Pekan;1-Fully Verified;
PO1000007943;UNKNOWN;INDUSTRIAS OLEANA S.A.;EXTRACTORA SAN LORENZO S.A.;Not RSPO Certified;;13/01/2026;1.193.786;-78.761.213;1.193786, -78.761213;ECU;Ecuador;Esmeraldas;San Lorenzo;1-Fully Verified;
PO1000007945;KRETAM HOLDINGS BERHAD;SYARIKAT KRETAM MILL SDN BHD;SILIMPOPON;RSPO Certified;RSPO Certified, MB;13/01/2026;43.253;11.747.736;4.3253, 117.47736;MYS;Malaysia;Sabah;Tawau;1-Fully Verified;
PO1000007953;UNKNOWN;ACEITES Y GRASAS DEL CATATUMBO S.A.S.;ACEITES Y GRASAS DEL CATATUMBO SAS;Not RSPO Certified;;13/01/2026;8.502.247;-72.639.977;8.502247, -72.639977;COL;Colombia;Norte de Santander;Tibú;1-Fully Verified;
PO1000007984;WILMAR GROUP;MUSTIKA SEMBULUH;MUSTIKA SEMBULUH 2;Not RSPO Certified;;13/01/2026;-24.571;11.249.973;-2.4571, 112.49973;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Timur;1-Fully Verified;
PO1000008053;DANEC;PALMERAS DEL ECUADOR;PALMERAS DEL ECUADOR;Not RSPO Certified;;13/01/2026;-0.285183;-76.565.847;-0.285183, -76.565847;ECU;Ecuador;Sucumbios;Shushufindi;1-Fully Verified;
PO1000008054;DANEC;PALMERAS DE LOS ANDES SAN LORENZO;PALMERAS DE LOS ANDES SAN LORENZO;Not RSPO Certified;;13/01/2026;1.251.277;-78.741.666;1.251277, -78.741666;ECU;Ecuador;Esmeraldas;San Lorenzo;1-Fully Verified;
PO1000008074;PTPN III;PERKEBUNAN NUSANTARA V;SEI TAPUNG;RSPO Certified;RSPO Certified, MB;13/01/2026;0.598976;100.618.965;0.598976, 100.618965;IDN;Indonesia;Riau;Rokan Hulu;1-Fully Verified;
PO1000008095;KUALA LUMPUR KEPONG (KLK);MULIA AGRO PERMAI;MULIA AGRO PERMAI;RSPO Certified;RSPO Certified, MB;13/01/2026;-243.264;11.275.315;-2.43264, 112.75315;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Timur;1-Fully Verified;
PO1000008122;UNKNOWN;OLDESA ÓLEO DE DENDÊ S.A.;OLDESA OLEO DE DENDE;Not RSPO Certified;;13/01/2026;-13.033.278;-39.003.583;-13.033278, -39.003583;BRA;Brazil;Bahia;Nazaré;2-High Confidence;
PO1000008124;PTPN III;PERKEBUNAN NUSANTARA VII;REJOSARI;Not RSPO Certified;;13/01/2026;-5.295.462;105.157.244;-5.295462, 105.157244;IDN;Indonesia;Lampung;Lampung Selatan;1-Fully Verified;
PO1000008126;CI TOP;CI TOP S.A;ASTORGA S.A.;Not RSPO Certified;;13/01/2026;1.591.494;-78.640.644;1.591494, -78.640644;COL;Colombia;Nariño;Tumaco;1-Fully Verified;
PO1000008127;INCASI RAYA (GUNAS);SUMATERA MAKMUR LESTARI;SUMATERA MAKMUR LESTARI;Not RSPO Certified;;13/01/2026;-0.121622;110.758.455;-0.121622, 110.758455;IDN;Indonesia;Kalimantan Barat;Sekadau;2-High Confidence;
PO1000008128;KENCANA AGRI;SAWIT KALTIM LESTARI;SAWIT KALTIM LESTARI;Not RSPO Certified;;13/01/2026;-0.065995;11.683.066;-0.065995, 116.83066;IDN;Indonesia;Kalimantan Timur;Kutai Kartanegara;1-Fully Verified;
PO1000008129;ATAHUALPA;ATAHUALPA;ATAHUALPA;Not RSPO Certified;;13/01/2026;-0.022728;-79.498.034;-0.022728, -79.498034;ECU;Ecuador;Esmeraldas;Quinindé;1-Fully Verified;
PO1000008130;UNKNOWN;SAN DANIEL EXTRACTORA SAN DANIEL CIA LTDA;EXTRACTORA SAN DANIEL S.A.;Not RSPO Certified;;13/01/2026;-0.012028;-79.453.189;-0.012028, -79.453189;ECU;Ecuador;Santo Domingo de los Tsachilas;La Concordia;1-Fully Verified;MOLSANDO
PO1000008131;UNKNOWN;GUNUNG SAWIT ABADI;KINALI;Not RSPO Certified;;13/01/2026;-0.046138;99.915.697;-0.046138, 99.915697;IDN;Indonesia;Sumatera Barat;Pasaman Barat;1-Fully Verified;
PO1000008132;CIPUTRA;CIPTAMAS BUMISELARAS;CIPTAMAS BUMISELARAS;Not RSPO Certified;;13/01/2026;-4.866.889;103.534.242;-4.866889, 103.534242;IDN;Indonesia;Bengkulu;Kaur;1-Fully Verified;
PO1000008133;JHONLIN;BATULICIN AGRO SENTOSA;KARANG BINTANG;Not RSPO Certified;;13/01/2026;-3.373.856;115.906.528;-3.373856, 115.906528;IDN;Indonesia;Kalimantan Selatan;Tanah Bumbu;1-Fully Verified;
PO1000008135;AMS-GANDA;PERKEBUNAN HASIL MUSI LESTARI;PERKEBUNAN HASIL MUSI LESTARI;Not RSPO Certified;;13/01/2026;-3.254.244;103.237.956;-3.254244, 103.237956;IDN;Indonesia;Sumatera Selatan;Musi Rawas;1-Fully Verified;
PO1000008137;INDAH;SUN SAWIT;SUN SAWIT;Not RSPO Certified;;13/01/2026;-3.168.331;104.891.994;-3.168331, 104.891994;IDN;Indonesia;Sumatera Selatan;Ogan Komering Ilir;1-Fully Verified;
PO1000008138;UNKNOWN;GANDA BUANINDO;GANDA BUANINDO;Not RSPO Certified;;13/01/2026;0.006217;101.237.517;0.006217, 101.237517;IDN;Indonesia;Riau;Kampar;1-Fully Verified;
PO1000008139;PEXA;PLANTA EXTRACTORA AGRICOLA LA UNION S.A. (PEXA);PEXA;Not RSPO Certified;;13/01/2026;0.030453;-79.406.389;0.030453, -79.406389;ECU;Ecuador;Esmeraldas;Quinindé;1-Fully Verified;
PO1000008140;MANDHALA CIPTA PURMONO;SABAN SAWIT SUBUR;SABAN SAWIT MAKMUR;Not RSPO Certified;;13/01/2026;0.153067;109.878.198;0.153067, 109.878198;IDN;Indonesia;Kalimantan Barat;Landak;1-Fully Verified;
PO1000008141;UNKNOWN;SAWIT MAS NUSANTARA;SAWIT MAS NUSANTARA;Not RSPO Certified;;13/01/2026;0.160211;101.720.728;0.160211, 101.720728;IDN;Indonesia;Riau;Pelalawan;2-High Confidence;
PO1000008143;UNKNOWN;INDRALAYA AGRO LESTARI;INDRALAYA AGRO LESTARI;Not RSPO Certified;;13/01/2026;-307.425;1.045.885;-3.07425, 104.5885;IDN;Indonesia;Sumatera Selatan;Muara Enim;1-Fully Verified;
PO1000008145;TIANJIN JULONG;PALMINA UTAMA;PALMINA UTAMA;Not RSPO Certified;;13/01/2026;-3.054.863;114.871.385;-3.054863, 114.871385;IDN;Indonesia;Kalimantan Selatan;Banjar;1-Fully Verified;
PO1000008146;UNKNOWN;SIBADIHON SAWITA TOROP LESTARI;SIBADIHON SAWITTA TOROP LESTARI;Not RSPO Certified;;13/01/2026;178.615;10.019.075;1.78615, 100.19075;IDN;Indonesia;Sumatera Utara;Labuhanbatu Selatan;1-Fully Verified;
PO1000008147;UNKNOWN;BORNEO SAWIT PERSADA;BORNEO SAWIT PERSADA;Not RSPO Certified;;13/01/2026;-302.058;1.159.467;-3.02058, 115.9467;IDN;Indonesia;Kalimantan Selatan;Kota Baru;1-Fully Verified;
PO1000008148;MULTI PRIMA ENTAKAI;SINTANG AGRO MANDIRI;SIMBA;Not RSPO Certified;;13/01/2026;0.14111;111.485;0.14111, 111.485;IDN;Indonesia;Kalimantan Barat;Sintang;1-Fully Verified;
PO1000008149;GENTING PLANTATIONS;KHARISMA INTI USAHA;KHARISMA INTI USAHA;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;-300.375;114.935.778;-3.00375, 114.935778;IDN;Indonesia;Kalimantan Selatan;Tapin;1-Fully Verified;
PO1000008151;DUTA MARGA;BENUA LAWAS LESTARI;BENUA LAWAS LESTARI;Not RSPO Certified;;13/01/2026;-2.998.194;115.956.777;-2.998194, 115.956777;IDN;Indonesia;Kalimantan Selatan;Kota Baru;1-Fully Verified;
PO1000008152;UNKNOWN;LINGGA TIGA SAWIT;LINGGA TIGA SAWIT;Not RSPO Certified;;13/01/2026;2.014.435;99.879.679;2.014435, 99.879679;IDN;Indonesia;Sumatera Utara;Labuhanbatu;1-Fully Verified;
PO1000008153;SYNTHESIS AGRO;FAJAR AGRO SEJAHTERA;CANTUNG;Not RSPO Certified;;13/01/2026;-2.970.028;115.955.028;-2.970028, 115.955028;IDN;Indonesia;Kalimantan Selatan;Kota Baru;1-Fully Verified;
PO1000008154;SUMBER TANI HARAPAN (STH);ABDI BUDI MULIA;ABDI BUDI MULIA 2;Not RSPO Certified;;13/01/2026;211.272;10.027.311;2.11272, 100.27311;IDN;Indonesia;Sumatera Utara;Labuhanbatu Selatan;1-Fully Verified;
PO1000008155;ROYAL GOLDEN EAGLE;MITRA UNGGUL PUSAKA;PENARIKAN;Not RSPO Certified;;13/01/2026;0.193358;101.795.075;0.193358, 101.795075;IDN;Indonesia;Riau;Pelalawan;1-Fully Verified;
PO1000008156;J.A. WATTIE (JAWA);AGRI BUMI SENTOSA;AGRI BUMI SENTOSA;Not RSPO Certified;;13/01/2026;-296.285;114.711.301;-2.96285, 114.711301;IDN;Indonesia;Kalimantan Selatan;Barito Kuala;1-Fully Verified;
PO1000008157;AEXAV;AGROINDUSTRIAS EXTRACTORA DE ACEITES VEGETALES CIA  LTDA;AGROINDUSTRIAS EXTRACTORAS DE ACEITES VEGETALES AEXAV CIA LTDA (AEXAV);Not RSPO Certified;;13/01/2026;0.196076;-79.406.335;0.196076, -79.406335;ECU;Ecuador;Esmeraldas;Quinindé;1-Fully Verified;
PO1000008158;UNKNOWN;AGRO WIRA LIGATSA;AGRO WIRA LIGATSA;Not RSPO Certified;;13/01/2026;0.224338;9.971.557;0.224338, 99.71557;IDN;Indonesia;Sumatera Barat;Pasaman Barat;1-Fully Verified;
PO1000008159;PTPN III;PERKEBUNAN NUSANTARA XIII;PARINDU;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;0.250556;110.303.889;0.250556, 110.303889;IDN;Indonesia;Kalimantan Barat;Sanggau;1-Fully Verified;
PO1000008160;NPC RESOURCES BERHAD;NALA PALMA CADUDASA;NALA PALMA CADUDASA;Not RSPO Certified;;13/01/2026;0.278889;116.844.444;0.278889, 116.844444;IDN;Indonesia;Kalimantan Timur;Kutai Timur;2-High Confidence;
PO1000008161;WILMAR GROUP;DAYA LABUHAN INDAH;DAYA LABUHAN INDAH I;Not RSPO Certified;;13/01/2026;2.151.167;99.991.167;2.151167, 99.991167;IDN;Indonesia;Sumatera Utara;Labuhanbatu;2-High Confidence;
PO1000008162;SINAR JAYA AGRO INVESTAMA (SJAI);KARYA AGRO SAWITINDO;KARYA AGRO SAWITINDO;Not RSPO Certified;;13/01/2026;-2.710.107;101.341;-2.710107, 101.341;IDN;Indonesia;Bengkulu;Mukomuko;1-Fully Verified;
PO1000008164;SINAR JAYA AGRO INVESTAMA (SJAI);MUKO MUKO INDAH LESTARI;MUKO MUKO INDAH LESTARI;Not RSPO Certified;;13/01/2026;-2.677.972;10.132.002;-2.677972, 101.32002;IDN;Indonesia;Bengkulu;Mukomuko;1-Fully Verified;
PO1000008165;UNKNOWN;KENCANA INTI PERKASA;KENCANA INTI PERKASA;Not RSPO Certified;;13/01/2026;2.323.844;9.973.444;2.323844, 99.73444;IDN;Indonesia;Sumatera Utara;Labuhanbatu Utara;1-Fully Verified;
PO1000008166;INDONUSA AGRO;HAMITA UTAMA KARSA;HAMITA UTAMA KARSA;Not RSPO Certified;;13/01/2026;-2.670.944;1.042.026;-2.670944, 104.2026;IDN;Indonesia;Sumatera Selatan;Musi Banyuasin;1-Fully Verified;
PO1000008168;SUNGAI BUDI;SURYA ANDALAN PRIMATAMA;SURYA ANDALAN PRIMATAMA;Not RSPO Certified;;13/01/2026;-258.289;10.131.022;-2.58289, 101.31022;IDN;Indonesia;Bengkulu;Mukomuko;1-Fully Verified;PKS 9 MUKO
PO1000008170;MUSIRAWAS;MUSIRAWAS CITRA HARPINDO;MUSIRAWAS CITRAHARPINDO PKS 2;Not RSPO Certified;;13/01/2026;-2.451.667;1.122.161;-2.451667, 112.2161;IDN;Indonesia;Kalimantan Tengah;Seruyan;1-Fully Verified;
PO1000008171;INDAH;BANGUN TENERA RIAU;BANGUN TENERA RIAU;Not RSPO Certified;;13/01/2026;0.289167;101.416.944;0.289167, 101.416944;IDN;Indonesia;Riau;Kampar;1-Fully Verified;
PO1000008173;AGROINDUSTRIAS QUININDE AIQUISA;AGROINDUSTRIAS QUININDE AIQUISA;PALMERAS DEL QUININDE / AQUISA;Not RSPO Certified;;13/01/2026;0.308837;-79.457.336;0.308837, -79.457336;ECU;Ecuador;Esmeraldas;Quinindé;1-Fully Verified;
PO1000008174;SUPERVENTURE;USAHA SAWIT MANDIRI;" 	USAHA SAWIT MANDIRI (MUKO MUKO) ";Not RSPO Certified;;13/01/2026;-23.961;101.162.858;-2.3961, 101.162858;IDN;Indonesia;Bengkulu;Mukomuko;1-Fully Verified;
PO1000008176;UNKNOWN;BUKIT PALEM;BUKIT PALEM;Not RSPO Certified;;13/01/2026;-2.373.333;110.643.333;-2.373333, 110.643333;IDN;Indonesia;Kalimantan Barat;Ketapang;1-Fully Verified;PALM MAS ASRI
PO1000008178;INDAH;BASTIAN OLAH SAWIT;BASTIAN OLAH SAWIT;Not RSPO Certified;;13/01/2026;-235.175;103.914.111;-2.35175, 103.914111;IDN;Indonesia;Sumatera Selatan;Musi Banyuasin;2-High Confidence;
PO1000008180;BUMITAMA GUNAJAYA AGRO (BGA);KARYA BAKTI AGRO SEJAHTERA;SUNGAI RASAU;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;-2.283.611;110.503.333;-2.283611, 110.503333;IDN;Indonesia;Kalimantan Barat;Ketapang;1-Fully Verified;KARYA BAKTI AGRO SEJAHTERA
PO1000008182;UNKNOWN;SUMBER ADINUSA LESTARI;SUMBER ADINUSA LESTARI;Not RSPO Certified;;13/01/2026;-220.405;11.147.948;-2.20405, 111.47948;IDN;Indonesia;Kalimantan Tengah;Lamandau;1-Fully Verified;
PO1000008184;CIPTA PLANTATION;NUSANTARA SAWIT PERSADA;NUSANTARA SAWIT PERSADA;Not RSPO Certified;;13/01/2026;-2.106.833;112.794.167;-2.106833, 112.794167;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Timur;1-Fully Verified;
PO1000008185;UNKNOWN;TIMURJAYA INDOMAKMUR;KOROLA;Not RSPO Certified;;13/01/2026;-2.084.444;121.023.056;-2.084444, 121.023056;IDN;Indonesia;Sulawesi Tengah;Morowali;1-Fully Verified;
PO1000008186;AMS-GANDA;ASIATIC PERSADA;SEI KANDANG;Not RSPO Certified;;13/01/2026;-2.042.944;103.345.333;-2.042944, 103.345333;IDN;Indonesia;Jambi;Batang Hari;1-Fully Verified;
PO1000008187;PTPN III;PERKEBUNAN NUSANTARA VI;TANJUNG LEBAR;RSPO Certified;RSPO Certified, MB;13/01/2026;-20.189;1.035.448;-2.0189, 103.5448;IDN;Indonesia;Jambi;Muaro Jambi;1-Fully Verified;
PO1000008188;UNKNOWN;SUMBER GUNA NABATI;SUMBER GUNA NABATI;Not RSPO Certified;;13/01/2026;-2.006.446;102.492.852;-2.006446, 102.492852;IDN;Indonesia;Jambi;Sarolangun;2-High Confidence;
PO1000008189;BLD PLANTATION BERHAD;BINTULU LUMBER DEVELOPMENT SDN BHD;IGAN (BLD);Not RSPO Certified;;13/01/2026;2.405.371;111.789.356;2.405371, 111.789356;MYS;Malaysia;Sarawak;Sibu;1-Fully Verified;IGAN
PO1000008190;UNKNOWN;SAWIT ASAHAN TETAP UTUH;SAWIT ASAHAN TETAP UTUH;Not RSPO Certified;;13/01/2026;2.766.889;99.614.833;2.766889, 99.614833;IDN;Indonesia;Sumatera Utara;Asahan;1-Fully Verified;
PO1000008191;SERI MORIB PALM OIL MILL SDN BHD;SERI MORIB PALM OIL MILL SDN BHD;SERI MORIB;Not RSPO Certified;;13/01/2026;2.721.359;101.491.296;2.721359, 101.491296;MYS;Malaysia;Selangor;Kuala Langat;1-Fully Verified;
PO1000008193;TENERA LESTARI;ENSEM LESTARI;ENSEM LESTARI;Not RSPO Certified;;13/01/2026;2.456.777;9.806.502;2.456777, 98.06502;IDN;Indonesia;Aceh;Aceh Singkil;1-Fully Verified;
PO1000008194;UNKNOWN;KURNIA MITRA SAWIT;KURNIA MITRA SAWIT;Not RSPO Certified;;13/01/2026;2.408.878;99.696.714;2.408878, 99.696714;IDN;Indonesia;Sumatera Utara;Labuhanbatu Utara;1-Fully Verified;
PO1000008195;SERI ULU LANGAT PALM OIL MILL SDN BHD;SERI ULU LANGAT PALM OIL MILL SDN BHD;SERI ULU LANGAT;Not RSPO Certified;;13/01/2026;2.851.693;101.650.118;2.851693, 101.650118;MYS;Malaysia;Selangor;Sepang;1-Fully Verified;
PO1000008196;MAWAR MENTARI SDN BHD;MAWAR MENTARI SDN BHD;MAWAR MENTARI;Not RSPO Certified;;13/01/2026;2.867.181;10.231.613;2.867181, 102.31613;MYS;Malaysia;Negeri Sembilan;Jempol;1-Fully Verified;
PO1000008197;SUPERVENTURE;GEMILANG CAHAYA MENTARI;GEMILANG CAHAYA MENTARI;Not RSPO Certified;;13/01/2026;-1.950.306;105.789.389;-1.950306, 105.789389;IDN;Indonesia;Bangka Belitung;Bangka;1-Fully Verified;
PO1000008199;PTPN III;PERKEBUNAN NUSANTARA VI;BUNUT;RSPO Certified;RSPO Certified, IP, MB;13/01/2026;-19.109;1.034.034;-1.9109, 103.4034;IDN;Indonesia;Jambi;Muaro Jambi;1-Fully Verified;
PO1000008200;SUPERVENTURE;CAHAYA BINTANG SAWIT SEJATI;CAHAYA BINTANG SAWIT SEJATI 1;Not RSPO Certified;;13/01/2026;-1.842.808;116.068.101;-1.842808, 116.068101;IDN;Indonesia;Kalimantan Timur;Paser;1-Fully Verified;CAHAYA BINTANG SAWIT SEJATI
PO1000008201;SARAWAK OIL PALMS BERHAD;SARAWAK OIL PALMS BHD;SEPAKAU;Not RSPO Certified;;13/01/2026;2.968.444;113.865.935;2.968444, 113.865935;MYS;Malaysia;Sarawak;Belaga;1-Fully Verified;
PO1000008202;MEWAH GROUP;ANGSO DUO SAWIT;ANGSO DUO SAWIT;Not RSPO Certified;;13/01/2026;-1.782.611;103.494.722;-1.782611, 103.494722;IDN;Indonesia;Jambi;Muaro Jambi;1-Fully Verified;
PO1000008205;FGV HOLDINGS BERHAD;FGV PALM INDUSTRIES SDN BHD;PASOH;Not RSPO Certified;;13/01/2026;3.014.078;102.286.233;3.014078, 102.286233;MYS;Malaysia;Negeri Sembilan;Jelebu;1-Fully Verified;
PO1000008206;UNKNOWN;SAWITA PASAMAN JAYA;SAWITA PASAMAN JAYA;Not RSPO Certified;;13/01/2026;0.324644;99.452.233;0.324644, 99.452233;IDN;Indonesia;Sumatera Barat;Pasaman Barat;1-Fully Verified;
PO1000008207;HUTANINDO;HUTAN SAWIT LESTARI;HUTAN SAWIT LESTARI;Not RSPO Certified;;13/01/2026;-1.699.056;112.877.194;-1.699056, 112.877194;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Timur;2-High Confidence;
PO1000008208;SUPERVENTURE;SUMBER BUNGA SAWIT LESTARI;BABULU;Not RSPO Certified;;13/01/2026;-1.492.394;116.444.393;-1.492394, 116.444393;IDN;Indonesia;Kalimantan Timur;Penajam Paser Utara;1-Fully Verified;
PO1000008210;PTPN III;PERKEBUNAN NUSANTARA XIII;NGABANG;RSPO Certified;RSPO Certified, MB;13/01/2026;0.343665;109.938.652;0.343665, 109.938652;IDN;Indonesia;Kalimantan Barat;Landak;1-Fully Verified;
PO1000008211;NT CORP;BANGKIT GIAT USAHA MANDIRI;BANGKITGIAT USAHA MANDIRI;Not RSPO Certified;;13/01/2026;-1.472.613;112.742.949;-1.472613, 112.742949;IDN;Indonesia;Kalimantan Tengah;Kotawaringin Timur;1-Fully Verified;
PO1000008214;UNKNOWN;ARYA RAMA PERSADA;ARYA RAMA PERSADA;Not RSPO Certified;;13/01/2026;3.099.345;99.594.727;3.099345, 99.594727;IDN;Indonesia;Sumatera Utara;Batu Bara;1-Fully Verified;
PO1000008215;PANCA EKA;AGRO ABADI;AGRO ABADI;Not RSPO Certified;;13/01/2026;0.346002;101.475.229;0.346002, 101.475229;IDN;Indonesia;Riau;Kampar;1-Fully Verified;
