company,mill_name,country,loss_post2020_ha_csv,loss_post2020_ha_gee,loss_on_palm_ha,loss_on_industrial_ha,pct_loss_to_palm
bumitama,KOTAWARINGIN,Indonesia,1781.5041031711614,1402.86231665027,139.03958092913328,105.5610477714854,9.9
bumitama,BUKIT TUNGGAL JAYA,Indonesia,1397.1850575029289,1200.325292485748,24.14763213016239,15.5684935084745,2.0
bumitama,SUKADAMAI,Indonesia,1389.7891619564573,1109.160425405087,572.5079567406691,58.11991374028079,51.6
bumitama,PEMBANGUNAN RAYA,Indonesia,105.38944294433618,81.00688739866018,12.235979475080967,12.057354338467121,15.1
bumitama,KATARI AGRO,Indonesia,2301.6345901168934,1896.7321162689548,165.57387893197,158.60528622117698,8.7
bumitama,BUKIT MAKMUR,Indonesia,1236.5288228445334,1182.5964826455597,209.2291230736994,191.42918355336377,17.7
bumitama,SUNGAI RASAU,Indonesia,526.9240702162577,461.8037257048138,21.02093230015507,17.626475704972652,4.6
bumitama,LAMANDAU,Indonesia,2142.4834538736927,1961.694187924412,78.74143471165614,55.75753747984474,4.0
bumitama,SUNGAI CEMPAGA,Indonesia,2830.3911729005126,1524.476890716512,237.07129226955126,234.12256772401284,15.6
bumitama,BUKIT BELABAN JAYA,Indonesia,2551.5410208089024,2306.9488308637456,434.85511945900964,334.91821101287417,18.8
bumitama,TONAM RAYA,Indonesia,2858.9943099323264,1649.410590903958,330.311758118079,293.51192204873354,20.0
astraagro,AGRO NUSA ABADI,Indonesia,2437.143473541017,2370.154052015994,112.65235584229231,69.59263675659895,4.8
astraagro,BORNEO INDAH MARJAYA,Indonesia,1042.6236115348345,989.6298006720987,23.50978953066994,17.61307195994784,2.4
astraagro,LETAWA,Indonesia,4405.758493697241,3804.3516828221427,3521.594422614457,3419.9758277444857,92.6
astraagro,PASANGKAYU,Indonesia,3385.1335517185103,3011.549340965089,1959.912562767431,1799.478942992553,65.1
astraagro,SURYARAYA LESTARI 2,Indonesia,1209.4536862693983,1058.8472776974534,399.4649247154301,189.4326297277913,37.7
astraagro,GUNUNG SEJAHTERA DUA INDAH,Indonesia,5080.663402225755,1878.6352854331915,1634.6774979359382,1632.3551060832017,87.0
astraagro,PERKEBUNAN LEMBAH BHAKTI 1,Indonesia,2881.811415762674,1851.3788955468453,1539.251293388767,1340.2079482543406,83.1
